ProductId,Date,Quantity
88,2017-04-24,25.6
88,2017-04-26,54.4
88,2017-04-27,3.2
88,2017-04-28,54.4
88,2017-04-29,6.4
88,2017-05-01,35.2
88,2017-05-03,22.4
88,2017-05-04,3.2
88,2017-05-05,41.6
88,2017-05-08,28.8
88,2017-05-10,28.8
88,2017-05-12,25.6
88,2017-05-15,35.2
88,2017-05-17,35.2
88,2017-05-18,3.2
88,2017-05-19,38.4
88,2017-05-22,16.0
88,2017-05-24,32.0
88,2017-05-25,6.4
88,2017-05-26,35.2
88,2017-05-29,22.4
88,2017-05-31,28.8
88,2017-06-01,3.2
88,2017-06-02,28.8
88,2017-06-05,48.0
88,2017-06-07,22.4
88,2017-06-08,3.2
88,2017-06-09,28.8
88,2017-06-12,25.6
88,2017-06-14,28.8
88,2017-06-15,3.2
88,2017-06-16,25.6
88,2017-06-19,19.2
88,2017-06-21,12.8
88,2017-06-22,6.4
88,2017-06-23,38.4
88,2017-06-26,28.8
88,2017-06-28,32.0
88,2017-06-29,6.4
88,2017-06-30,38.4
88,2017-07-03,16.0
88,2017-07-05,25.6
88,2017-07-06,3.2
88,2017-07-07,28.8
88,2017-07-08,6.4
88,2017-07-10,41.6
88,2017-07-12,12.8
88,2017-07-13,3.2
88,2017-07-14,32.0
88,2017-07-17,25.6
88,2017-07-19,28.8
88,2017-07-20,3.2
88,2017-07-21,32.0
88,2017-07-24,22.4
88,2017-07-26,19.2
88,2017-07-27,3.2
88,2017-07-28,35.2
88,2017-07-31,16.0
111,2017-04-03,17.0
111,2017-04-04,112.2
111,2017-04-06,10.2
111,2017-04-09,149.6
111,2017-04-10,13.6
111,2017-04-11,98.6
111,2017-04-13,13.6
111,2017-04-16,132.6
111,2017-04-17,20.4
111,2017-04-18,149.6
111,2017-04-19,6.8
111,2017-04-20,17.0
111,2017-04-23,170.0
111,2017-04-24,17.0
111,2017-04-25,102.0
111,2017-04-30,108.8
111,2017-05-01,14.32
111,2017-05-02,91.8
111,2017-05-04,6.8
111,2017-05-07,71.4
111,2017-05-08,17.0
111,2017-05-09,64.6
111,2017-05-11,6.8
111,2017-05-14,81.6
111,2017-05-15,23.8
111,2017-05-16,64.6
111,2017-05-18,10.2
111,2017-05-21,85.0
111,2017-05-22,6.8
111,2017-05-23,95.2
111,2017-05-25,6.8
111,2017-05-28,71.4
111,2017-05-29,20.4
111,2017-05-30,64.6
111,2017-06-01,17.0
111,2017-06-04,98.6
111,2017-06-05,13.6
111,2017-06-06,136.0
111,2017-06-07,13.6
111,2017-06-10,17.0
111,2017-06-11,180.2
111,2017-06-12,20.4
111,2017-06-13,197.2
111,2017-06-15,20.4
111,2017-06-17,10.2
111,2017-06-18,180.2
111,2017-06-19,20.4
111,2017-06-20,166.6
111,2017-06-21,17.0
111,2017-06-22,10.2
111,2017-06-24,17.0
111,2017-06-25,187.0
111,2017-06-26,27.2
111,2017-06-27,122.4
111,2017-06-28,6.8
111,2017-06-29,30.6
111,2017-07-02,139.4
111,2017-07-03,37.4
111,2017-07-04,115.6
111,2017-07-06,17.0
111,2017-07-09,119.0
111,2017-07-10,17.0
111,2017-07-11,81.6
111,2017-07-12,81.6
111,2017-07-13,17.0
111,2017-07-15,6.8
111,2017-07-16,159.8
111,2017-07-17,23.8
111,2017-07-18,102.0
111,2017-07-20,6.8
111,2017-07-22,6.8
111,2017-07-23,125.8
111,2017-07-24,23.8
111,2017-07-25,108.8
111,2017-07-27,6.8
111,2017-07-30,91.8
111,2017-07-31,10.2
111,2017-08-01,81.6
112,2017-04-03,30.0
112,2017-04-04,96.0
112,2017-04-09,84.0
112,2017-04-11,66.0
112,2017-04-13,18.0
112,2017-04-16,117.0
112,2017-04-17,39.0
112,2017-04-18,111.0
112,2017-04-20,18.0
112,2017-04-22,15.0
112,2017-04-23,132.0
112,2017-04-24,33.0
112,2017-04-25,114.0
112,2017-04-26,24.0
112,2017-04-27,12.0
112,2017-04-29,30.0
112,2017-04-30,111.0
112,2017-05-01,24.0
112,2017-05-02,84.0
112,2017-05-04,27.0
112,2017-05-06,18.0
112,2017-05-07,60.0
112,2017-05-08,48.0
112,2017-05-09,48.0
112,2017-05-11,27.0
112,2017-05-13,15.0
112,2017-05-14,45.0
112,2017-05-15,54.0
112,2017-05-16,27.0
112,2017-05-17,9.0
112,2017-05-18,36.0
112,2017-05-20,12.0
112,2017-05-21,84.0
112,2017-05-22,39.0
112,2017-05-23,48.0
112,2017-05-24,12.0
112,2017-05-25,24.0
112,2017-05-28,39.0
112,2017-05-29,72.0
112,2017-05-30,27.0
112,2017-05-31,24.0
112,2017-06-01,21.0
112,2017-06-03,12.0
112,2017-06-04,75.0
112,2017-06-05,36.0
112,2017-06-06,69.0
112,2017-06-07,18.0
112,2017-06-08,12.0
112,2017-06-10,15.0
112,2017-06-11,96.0
112,2017-06-12,30.0
112,2017-06-13,81.0
112,2017-06-15,18.0
112,2017-06-18,57.0
112,2017-06-19,24.0
112,2017-06-20,36.0
112,2017-06-21,6.0
112,2017-06-22,27.0
112,2017-06-25,45.0
112,2017-06-26,33.0
112,2017-06-27,60.0
112,2017-06-28,6.0
112,2017-06-29,24.0
112,2017-07-01,12.0
112,2017-07-02,51.0
112,2017-07-03,39.0
112,2017-07-04,45.0
112,2017-07-06,12.0
112,2017-07-08,15.0
112,2017-07-09,90.0
112,2017-07-10,24.0
112,2017-07-11,63.0
112,2017-07-12,15.0
112,2017-07-13,30.0
112,2017-07-15,24.0
112,2017-07-16,81.0
112,2017-07-17,54.0
112,2017-07-18,66.0
112,2017-07-19,24.0
112,2017-07-20,36.0
112,2017-07-23,66.0
112,2017-07-24,45.0
112,2017-07-25,81.0
112,2017-07-27,33.0
112,2017-07-30,84.0
112,2017-07-31,48.0
112,2017-08-01,39.0
115,2017-04-03,22.0
115,2017-04-04,110.0
115,2017-04-09,115.5
115,2017-04-10,11.0
115,2017-04-11,82.5
115,2017-04-13,11.0
115,2017-04-16,115.5
115,2017-04-17,27.5
115,2017-04-18,88.0
115,2017-04-20,16.5
115,2017-04-23,187.0
115,2017-04-24,38.5
115,2017-04-25,143.0
115,2017-04-26,22.0
115,2017-04-27,16.5
115,2017-04-30,115.5
115,2017-05-01,33.0
115,2017-05-02,132.0
115,2017-05-04,22.0
115,2017-05-06,16.5
115,2017-05-07,88.0
115,2017-05-08,16.5
115,2017-05-09,115.5
115,2017-05-11,16.5
115,2017-05-13,16.5
115,2017-05-14,71.5
115,2017-05-15,22.0
115,2017-05-16,77.0
115,2017-05-17,11.0
115,2017-05-18,11.0
115,2017-05-21,82.5
115,2017-05-22,11.0
115,2017-05-23,71.5
115,2017-05-24,11.0
115,2017-05-25,5.5
115,2017-05-28,88.0
115,2017-05-29,11.0
115,2017-05-30,71.5
115,2017-05-31,11.0
115,2017-06-01,11.0
115,2017-06-03,16.5
115,2017-06-04,137.5
115,2017-06-05,44.0
115,2017-06-06,93.5
115,2017-06-07,27.5
115,2017-06-08,38.5
115,2017-06-10,16.5
115,2017-06-11,165.0
115,2017-06-12,27.5
115,2017-06-13,126.5
115,2017-06-15,22.0
115,2017-06-17,11.0
115,2017-06-18,82.5
115,2017-06-19,38.5
115,2017-06-20,104.5
115,2017-06-21,22.0
115,2017-06-22,16.5
115,2017-06-24,11.0
115,2017-06-25,104.5
115,2017-06-26,93.5
115,2017-06-27,110.0
115,2017-06-28,11.0
115,2017-06-29,33.0
115,2017-07-01,11.0
115,2017-07-02,104.5
115,2017-07-03,16.5
115,2017-07-04,115.5
115,2017-07-06,11.0
115,2017-07-09,110.0
115,2017-07-10,11.0
115,2017-07-11,121.0
115,2017-07-12,16.5
115,2017-07-13,16.5
115,2017-07-15,16.5
115,2017-07-16,159.5
115,2017-07-17,33.0
115,2017-07-18,121.0
115,2017-07-19,27.5
115,2017-07-20,16.5
115,2017-07-22,27.5
115,2017-07-23,143.0
115,2017-07-24,27.5
115,2017-07-25,93.5
115,2017-07-27,16.5
115,2017-07-30,110.0
115,2017-07-31,49.5
115,2017-08-01,71.5
129,2017-04-03,2.0
129,2017-04-04,18.0
129,2017-04-05,22.0
129,2017-04-06,32.0
129,2017-04-07,66.0
129,2017-04-08,42.0
129,2017-04-09,16.0
129,2017-04-10,24.0
129,2017-04-11,74.0
129,2017-04-12,72.0
129,2017-04-13,74.0
129,2017-04-14,68.0
129,2017-04-15,142.0
129,2017-04-16,12.0
129,2017-04-17,36.0
129,2017-04-18,26.0
129,2017-04-19,66.0
129,2017-04-20,70.0
129,2017-04-21,54.0
129,2017-04-22,114.0
129,2017-04-23,22.0
129,2017-04-24,6.0
129,2017-04-25,16.0
129,2017-04-26,36.0
129,2017-04-27,30.0
129,2017-04-28,26.0
129,2017-04-29,60.0
129,2017-04-30,14.0
129,2017-05-01,14.0
129,2017-05-02,10.0
129,2017-05-03,14.0
129,2017-05-04,18.0
129,2017-05-05,24.0
129,2017-05-06,72.0
129,2017-05-07,6.0
129,2017-05-08,10.0
129,2017-05-09,14.0
129,2017-05-10,36.0
129,2017-05-11,20.0
129,2017-05-12,26.0
129,2017-05-13,36.0
129,2017-05-14,6.0
129,2017-05-15,4.0
129,2017-05-16,18.0
129,2017-05-17,14.0
129,2017-05-18,20.0
129,2017-05-19,46.0
129,2017-05-20,26.0
129,2017-05-21,14.0
129,2017-05-22,6.0
129,2017-05-23,8.0
129,2017-05-24,48.0
129,2017-05-25,38.0
129,2017-05-26,92.0
129,2017-05-27,44.0
129,2017-05-28,12.0
129,2017-05-29,10.0
129,2017-05-30,12.0
129,2017-05-31,14.0
129,2017-06-01,28.0
129,2017-06-02,44.0
129,2017-06-03,24.0
129,2017-06-04,16.0
129,2017-06-05,10.0
129,2017-06-06,16.0
129,2017-06-07,48.0
129,2017-06-08,38.0
129,2017-06-09,58.0
129,2017-06-10,40.0
129,2017-06-11,18.0
129,2017-06-12,8.0
129,2017-06-13,22.0
129,2017-06-14,24.0
129,2017-06-15,26.0
129,2017-06-16,72.0
129,2017-06-17,48.0
129,2017-06-18,26.0
129,2017-06-19,12.0
129,2017-06-20,38.0
129,2017-06-21,30.0
129,2017-06-22,50.0
129,2017-06-23,74.0
129,2017-06-24,44.0
129,2017-06-25,18.0
129,2017-06-26,6.0
129,2017-06-27,36.0
129,2017-06-28,24.0
129,2017-06-29,58.0
129,2017-06-30,80.0
129,2017-07-01,50.0
129,2017-07-02,20.0
129,2017-07-03,12.0
129,2017-07-04,30.0
129,2017-07-05,50.0
129,2017-07-06,50.0
129,2017-07-07,46.0
129,2017-07-08,92.0
129,2017-07-09,20.0
129,2017-07-10,14.0
129,2017-07-11,30.0
129,2017-07-12,20.0
129,2017-07-13,46.0
129,2017-07-14,106.0
129,2017-07-15,52.0
129,2017-07-16,14.0
129,2017-07-17,4.0
129,2017-07-18,32.0
129,2017-07-19,52.0
129,2017-07-20,54.0
129,2017-07-21,94.0
129,2017-07-22,48.0
129,2017-07-23,16.0
129,2017-07-24,6.0
129,2017-07-25,10.0
129,2017-07-26,26.0
129,2017-07-27,40.0
129,2017-07-28,52.0
129,2017-07-29,56.0
129,2017-07-30,14.0
129,2017-07-31,4.0
129,2017-08-01,12.0
135,2017-04-03,9.0000000009
135,2017-04-04,33.0000000033
135,2017-04-05,9.0000000009
135,2017-04-06,51.0000000051
135,2017-04-07,30.000000003
135,2017-04-08,6.0000000006
135,2017-04-09,33.0000000033
135,2017-04-10,6.0000000006
135,2017-04-11,81.0000000081
135,2017-04-12,12.0000000012
135,2017-04-13,42.0000000042
135,2017-04-14,6.0000000006
135,2017-04-15,12.0000000012
135,2017-04-16,45.0000000045
135,2017-04-17,3.0000000003
135,2017-04-18,54.0000000054
135,2017-04-19,15.0000000015
135,2017-04-20,81.0000000081
135,2017-04-21,15.0000000015
135,2017-04-22,12.0000000012
135,2017-04-23,45.0000000045
135,2017-04-24,6.0000000006
135,2017-04-25,51.0000000051
135,2017-04-26,18.0000000018
135,2017-04-27,60.000000006
135,2017-04-28,36.0000000036
135,2017-04-29,24.0000000024
135,2017-04-30,90.000000009
135,2017-05-01,6.0000000006
135,2017-05-02,63.0000000063
135,2017-05-03,15.0000000015
135,2017-05-04,54.0000000054
135,2017-05-05,21.0000000021
135,2017-05-06,30.000000003
135,2017-05-07,39.0000000039
135,2017-05-08,6.0000000006
135,2017-05-09,30.000000003
135,2017-05-10,12.0000000012
135,2017-05-11,36.0000000036
135,2017-05-12,36.0000000036
135,2017-05-13,3.0000000003
135,2017-05-14,21.0000000021
135,2017-05-15,6.0000000006
135,2017-05-16,36.0000000036
135,2017-05-17,9.0000000009
135,2017-05-18,48.0000000048
135,2017-05-19,27.0000000027
135,2017-05-20,9.0000000009
135,2017-05-21,15.0000000015
135,2017-05-22,3.0000000003
135,2017-05-23,30.000000003
135,2017-05-24,9.0000000009
135,2017-05-25,24.0000000024
135,2017-05-26,27.0000000027
135,2017-05-27,3.0000000003
135,2017-05-28,30.000000003
135,2017-05-29,6.0000000006
135,2017-05-30,42.0000000042
