№ акции,Ценовая группа,Код продукта,Начало отгрузок,Конец отгрузок,Начало реализации,Конец реализации
12864.0,ОКЕЙ---С-ПБ,9199,29.04.2017,29.04.2017,04.05.2017,04.05.2017
12883.0,ОКЕЙ-МАТРИЦА,9109,29.04.2017,29.04.2017,04.05.2017,04.05.2017
12886.0,ОКЕЙ-МАТРИЦА,9728,29.04.2017,29.04.2017,04.05.2017,04.05.2017
12624.0,Метро РЦ,9728,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,30.04.2017,30.04.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,30.04.2017,30.04.2017,20.04.2017,20.04.2017
12722.0,ОКЕЙ---С-ПБ,4637,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12723.0,ОКЕЙ---С-ПБ,4635,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12771.0,ДиксиМосква,0756,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,30.04.2017,30.04.2017,20.04.2017,20.04.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12808.0,ЛЕНТА-ЕВРОПА,0621,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12824.0,АШАН МП РЦ без НДС,3382,30.04.2017,30.04.2017,01.05.2017,01.05.2017
12840.0,АШАН МП СПБ безНДС,3382,30.04.2017,30.04.2017,01.05.2017,01.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,30.04.2017,30.04.2017,08.05.2017,08.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,30.04.2017,30.04.2017,04.05.2017,04.05.2017
12643.0,Метро МП питер,9728,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12688.0,ЛЕНТА-ЕВРОПА-СПБ,9557,01.05.2017,01.05.2017,20.04.2017,20.04.2017
12689.0,ЛЕНТА-ЕВРОПА-СПБ,9558,01.05.2017,01.05.2017,20.04.2017,20.04.2017
12704.0,ОКЕЙ--МОСКВА,4637,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12722.0,ОКЕЙ---С-ПБ,4637,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12723.0,ОКЕЙ---С-ПБ,4635,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12780.0,ОКЕЙ--МОСКВА,5324,01.05.2017,01.05.2017,20.04.2017,20.04.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,01.05.2017,01.05.2017,09.05.2017,09.05.2017
12802.0,МАТРИЦА-ДИКСИ,2245,01.05.2017,01.05.2017,08.05.2017,08.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12808.0,ЛЕНТА-ЕВРОПА,0621,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12836.0,ЛЕНТА-УРАЛ,0621,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12848.0,Зельгрос,9165,01.05.2017,01.05.2017,03.05.2017,03.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,01.05.2017,01.05.2017,08.05.2017,08.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,01.05.2017,01.05.2017,04.05.2017,04.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12722.0,ОКЕЙ---С-ПБ,4637,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,02.05.2017,02.05.2017,09.05.2017,09.05.2017
12765.0,Верный М,9208,02.05.2017,02.05.2017,09.05.2017,09.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,02.05.2017,02.05.2017,09.05.2017,09.05.2017
12824.0,АШАН МП РЦ без НДС,3382,02.05.2017,02.05.2017,01.05.2017,01.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,02.05.2017,02.05.2017,08.05.2017,08.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,02.05.2017,02.05.2017,04.05.2017,04.05.2017
12624.0,Метро РЦ,9728,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,03.05.2017,03.05.2017,09.05.2017,09.05.2017
12764.0,ЛЕНТА-УРАЛ,6100,03.05.2017,03.05.2017,09.05.2017,09.05.2017
12789.0,ДиксиМосква,2245,03.05.2017,03.05.2017,08.05.2017,08.05.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,03.05.2017,03.05.2017,09.05.2017,09.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12808.0,ЛЕНТА-ЕВРОПА,0621,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,03.05.2017,03.05.2017,09.05.2017,09.05.2017
12848.0,Зельгрос,9165,03.05.2017,03.05.2017,03.05.2017,03.05.2017
12850.0,Зельгрос,2955,03.05.2017,03.05.2017,10.05.2017,10.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,03.05.2017,03.05.2017,08.05.2017,08.05.2017
12862.0,ОКЕЙ---С-ПБ,9109,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12863.0,ОКЕЙ---С-ПБ,9728,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12864.0,ОКЕЙ---С-ПБ,9199,03.05.2017,03.05.2017,04.05.2017,04.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,03.05.2017,03.05.2017,18.05.2017,18.05.2017
12643.0,Метро МП питер,9728,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12731.0,ОКЕЙ-МАТРИЦА,4637,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12732.0,ОКЕЙ-МАТРИЦА,4635,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,04.05.2017,04.05.2017,09.05.2017,09.05.2017
12764.0,ЛЕНТА-УРАЛ,6100,04.05.2017,04.05.2017,09.05.2017,09.05.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,04.05.2017,04.05.2017,09.05.2017,09.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,04.05.2017,04.05.2017,09.05.2017,09.05.2017
12824.0,АШАН МП РЦ без НДС,3382,04.05.2017,04.05.2017,01.05.2017,01.05.2017
12836.0,ЛЕНТА-УРАЛ,0621,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,04.05.2017,04.05.2017,08.05.2017,08.05.2017
12886.0,ОКЕЙ-МАТРИЦА,9728,04.05.2017,04.05.2017,04.05.2017,04.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,04.05.2017,04.05.2017,18.05.2017,18.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,04.05.2017,04.05.2017,18.05.2017,18.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12731.0,ОКЕЙ-МАТРИЦА,4637,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12732.0,ОКЕЙ-МАТРИЦА,4635,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,05.05.2017,05.05.2017,09.05.2017,09.05.2017
12764.0,ЛЕНТА-УРАЛ,6100,05.05.2017,05.05.2017,09.05.2017,09.05.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,05.05.2017,05.05.2017,09.05.2017,09.05.2017
12802.0,МАТРИЦА-ДИКСИ,2245,05.05.2017,05.05.2017,08.05.2017,08.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,05.05.2017,05.05.2017,09.05.2017,09.05.2017
12850.0,Зельгрос,2955,05.05.2017,05.05.2017,10.05.2017,10.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,05.05.2017,05.05.2017,08.05.2017,08.05.2017
12886.0,ОКЕЙ-МАТРИЦА,9728,05.05.2017,05.05.2017,04.05.2017,04.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,05.05.2017,05.05.2017,18.05.2017,18.05.2017
12929.0,Перекресток безНДС,7232,05.05.2017,05.05.2017,17.05.2017,17.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,05.05.2017,05.05.2017,18.05.2017,18.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12732.0,ОКЕЙ-МАТРИЦА,4635,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,06.05.2017,06.05.2017,09.05.2017,09.05.2017
12764.0,ЛЕНТА-УРАЛ,6100,06.05.2017,06.05.2017,09.05.2017,09.05.2017
12765.0,Верный М,9208,06.05.2017,06.05.2017,09.05.2017,09.05.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,06.05.2017,06.05.2017,09.05.2017,09.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,06.05.2017,06.05.2017,09.05.2017,09.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12860.0,Билла,0927,06.05.2017,06.05.2017,01.05.2017,01.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,06.05.2017,06.05.2017,08.05.2017,08.05.2017
12886.0,ОКЕЙ-МАТРИЦА,9728,06.05.2017,06.05.2017,04.05.2017,04.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,06.05.2017,06.05.2017,18.05.2017,18.05.2017
12918.0,Билла,3665,06.05.2017,06.05.2017,11.05.2017,11.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,06.05.2017,06.05.2017,18.05.2017,18.05.2017
12624.0,Метро РЦ,9728,07.05.2017,07.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,07.05.2017,07.05.2017,09.05.2017,09.05.2017
12771.0,ДиксиМосква,0756,07.05.2017,07.05.2017,04.05.2017,04.05.2017
12789.0,ДиксиМосква,2245,07.05.2017,07.05.2017,08.05.2017,08.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,07.05.2017,07.05.2017,04.05.2017,04.05.2017
12813.0,ДиксиМосква,2140,07.05.2017,07.05.2017,15.05.2017,15.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,07.05.2017,07.05.2017,09.05.2017,09.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,07.05.2017,07.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,07.05.2017,07.05.2017,04.05.2017,04.05.2017
12861.0,ЛЕНТА-ЕВРОПА,6100,07.05.2017,07.05.2017,08.05.2017,08.05.2017
12886.0,ОКЕЙ-МАТРИЦА,9728,07.05.2017,07.05.2017,04.05.2017,04.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,07.05.2017,07.05.2017,18.05.2017,18.05.2017
12643.0,Метро МП питер,9728,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,08.05.2017,08.05.2017,09.05.2017,09.05.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,08.05.2017,08.05.2017,09.05.2017,09.05.2017
12802.0,МАТРИЦА-ДИКСИ,2245,08.05.2017,08.05.2017,08.05.2017,08.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12818.0,МАТРИЦА-ДИКСИ,2140,08.05.2017,08.05.2017,15.05.2017,15.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,08.05.2017,08.05.2017,09.05.2017,09.05.2017
12836.0,ЛЕНТА-УРАЛ,0621,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12850.0,Зельгрос,2955,08.05.2017,08.05.2017,10.05.2017,10.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,08.05.2017,08.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,08.05.2017,08.05.2017,18.05.2017,18.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,08.05.2017,08.05.2017,18.05.2017,18.05.2017
12954.0,АШАН МП СПБ безНДС,6364,08.05.2017,08.05.2017,15.05.2017,15.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,09.05.2017,09.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,09.05.2017,09.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,09.05.2017,09.05.2017,09.05.2017,09.05.2017
12765.0,Верный М,9208,09.05.2017,09.05.2017,09.05.2017,09.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,09.05.2017,09.05.2017,04.05.2017,04.05.2017
12821.0,ЛЕНТА-ЕВРОПА,2302,09.05.2017,09.05.2017,09.05.2017,09.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,09.05.2017,09.05.2017,04.05.2017,04.05.2017
12852.0,ОКЕЙ--МОСКВА,9728,09.05.2017,09.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,09.05.2017,09.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,09.05.2017,09.05.2017,18.05.2017,18.05.2017
12945.0,АШАН МП РЦ без НДС,6364,09.05.2017,09.05.2017,15.05.2017,15.05.2017
12624.0,Метро РЦ,9728,10.05.2017,10.05.2017,04.05.2017,04.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,10.05.2017,10.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,10.05.2017,10.05.2017,04.05.2017,04.05.2017
12758.0,Метро РЦ,9344,10.05.2017,10.05.2017,18.05.2017,18.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,10.05.2017,10.05.2017,09.05.2017,09.05.2017
12789.0,ДиксиМосква,2245,10.05.2017,10.05.2017,08.05.2017,08.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,10.05.2017,10.05.2017,04.05.2017,04.05.2017
12813.0,ДиксиМосква,2140,10.05.2017,10.05.2017,15.05.2017,15.05.2017
12850.0,Зельгрос,2955,10.05.2017,10.05.2017,10.05.2017,10.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,10.05.2017,10.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,10.05.2017,10.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,10.05.2017,10.05.2017,18.05.2017,18.05.2017
12883.0,ОКЕЙ-МАТРИЦА,9109,10.05.2017,10.05.2017,04.05.2017,04.05.2017
12929.0,Перекресток безНДС,7232,10.05.2017,10.05.2017,17.05.2017,17.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,10.05.2017,10.05.2017,18.05.2017,18.05.2017
12948.0,АШАН МП САМ безНДС,6364,10.05.2017,10.05.2017,15.05.2017,15.05.2017
12954.0,АШАН МП СПБ безНДС,6364,10.05.2017,10.05.2017,15.05.2017,15.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,11.05.2017,11.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,11.05.2017,11.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,11.05.2017,11.05.2017,09.05.2017,09.05.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,11.05.2017,11.05.2017,09.05.2017,09.05.2017
12802.0,МАТРИЦА-ДИКСИ,2245,11.05.2017,11.05.2017,08.05.2017,08.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,11.05.2017,11.05.2017,04.05.2017,04.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,11.05.2017,11.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,11.05.2017,11.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,11.05.2017,11.05.2017,18.05.2017,18.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,11.05.2017,11.05.2017,18.05.2017,18.05.2017
12926.0,ЛЕНТА-ЕВРОПА-СПБ,4650,11.05.2017,11.05.2017,18.05.2017,18.05.2017
12928.0,ЛЕНТА-ЕВРОПА,4650,11.05.2017,11.05.2017,18.05.2017,18.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,11.05.2017,11.05.2017,18.05.2017,18.05.2017
12945.0,АШАН МП РЦ без НДС,6364,11.05.2017,11.05.2017,15.05.2017,15.05.2017
12948.0,АШАН МП САМ безНДС,6364,11.05.2017,11.05.2017,15.05.2017,15.05.2017
12982.0,Метро МП питер,9273,11.05.2017,11.05.2017,18.05.2017,18.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,12.05.2017,12.05.2017,04.05.2017,04.05.2017
12705.0,ОКЕЙ--МОСКВА,4635,12.05.2017,12.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,12.05.2017,12.05.2017,09.05.2017,09.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,12.05.2017,12.05.2017,04.05.2017,04.05.2017
12818.0,МАТРИЦА-ДИКСИ,2140,12.05.2017,12.05.2017,15.05.2017,15.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,12.05.2017,12.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,12.05.2017,12.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,12.05.2017,12.05.2017,18.05.2017,18.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,12.05.2017,12.05.2017,18.05.2017,18.05.2017
12926.0,ЛЕНТА-ЕВРОПА-СПБ,4650,12.05.2017,12.05.2017,18.05.2017,18.05.2017
12927.0,Зельгрос,2354,12.05.2017,12.05.2017,17.05.2017,17.05.2017
12928.0,ЛЕНТА-ЕВРОПА,4650,12.05.2017,12.05.2017,18.05.2017,18.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,12.05.2017,12.05.2017,18.05.2017,18.05.2017
12948.0,АШАН МП САМ безНДС,6364,12.05.2017,12.05.2017,15.05.2017,15.05.2017
12954.0,АШАН МП СПБ безНДС,6364,12.05.2017,12.05.2017,15.05.2017,15.05.2017
12981.0,Метро МП питер,2955,12.05.2017,12.05.2017,18.05.2017,18.05.2017
12704.0,ОКЕЙ--МОСКВА,4637,13.05.2017,13.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,13.05.2017,13.05.2017,09.05.2017,09.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,13.05.2017,13.05.2017,04.05.2017,04.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,13.05.2017,13.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,13.05.2017,13.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,13.05.2017,13.05.2017,18.05.2017,18.05.2017
12860.0,Билла,0927,13.05.2017,13.05.2017,01.05.2017,01.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,13.05.2017,13.05.2017,18.05.2017,18.05.2017
12926.0,ЛЕНТА-ЕВРОПА-СПБ,4650,13.05.2017,13.05.2017,18.05.2017,18.05.2017
12928.0,ЛЕНТА-ЕВРОПА,4650,13.05.2017,13.05.2017,18.05.2017,18.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,13.05.2017,13.05.2017,18.05.2017,18.05.2017
12945.0,АШАН МП РЦ без НДС,6364,13.05.2017,13.05.2017,15.05.2017,15.05.2017
12948.0,АШАН МП САМ безНДС,6364,13.05.2017,13.05.2017,15.05.2017,15.05.2017
13004.0,ОКЕЙ--МОСКВА,2955,13.05.2017,13.05.2017,25.05.2017,25.05.2017
13025.0,ОКЕЙ---С-ПБ,2955,13.05.2017,13.05.2017,25.05.2017,25.05.2017
13056.0,ОКЕЙ---С-ПБ,9403,13.05.2017,13.05.2017,18.05.2017,18.05.2017
12758.0,Метро РЦ,9344,14.05.2017,14.05.2017,18.05.2017,18.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,14.05.2017,14.05.2017,09.05.2017,09.05.2017
12789.0,ДиксиМосква,2245,14.05.2017,14.05.2017,08.05.2017,08.05.2017
12806.0,ЛЕНТА-ЕВРОПА-СПБ,0621,14.05.2017,14.05.2017,04.05.2017,04.05.2017
12813.0,ДиксиМосква,2140,14.05.2017,14.05.2017,15.05.2017,15.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,14.05.2017,14.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,14.05.2017,14.05.2017,18.05.2017,18.05.2017
12888.0,ОКЕЙ-МАТРИЦА,9403,14.05.2017,14.05.2017,18.05.2017,18.05.2017
12926.0,ЛЕНТА-ЕВРОПА-СПБ,4650,14.05.2017,14.05.2017,18.05.2017,18.05.2017
12928.0,ЛЕНТА-ЕВРОПА,4650,14.05.2017,14.05.2017,18.05.2017,18.05.2017
12960.0,Метро РЦ,5324,14.05.2017,14.05.2017,18.05.2017,18.05.2017
13004.0,ОКЕЙ--МОСКВА,2955,14.05.2017,14.05.2017,25.05.2017,25.05.2017
13005.0,ОКЕЙ--МОСКВА,3382,14.05.2017,14.05.2017,25.05.2017,25.05.2017
13026.0,ОКЕЙ---С-ПБ,3382,14.05.2017,14.05.2017,25.05.2017,25.05.2017
13056.0,ОКЕЙ---С-ПБ,9403,14.05.2017,14.05.2017,18.05.2017,18.05.2017
12643.0,Метро МП питер,9728,15.05.2017,15.05.2017,04.05.2017,04.05.2017
12763.0,ЛЕНТА-ЕВРОПА-СПБ,2302,15.05.2017,15.05.2017,09.05.2017,09.05.2017
12795.0,ЛЕНТА-ЕВРОПА-СПБ,2302,15.05.2017,15.05.2017,09.05.2017,09.05.2017
12802.0,МАТРИЦА-ДИКСИ,2245,15.05.2017,15.05.2017,08.05.2017,08.05.2017
12816.0,Метро МП питер,9344,15.05.2017,15.05.2017,18.05.2017,18.05.2017
12819.0,МАТРИЦА-ДИКСИ,2127,15.05.2017,15.05.2017,22.05.2017,22.05.2017
12851.0,ОКЕЙ--МОСКВА,9109,15.05.2017,15.05.2017,04.05.2017,04.05.2017
12853.0,ОКЕЙ--МОСКВА,9199,15.05.2017,15.05.2017,04.05.2017,04.05.2017
12857.0,ОКЕЙ--МОСКВА,9403,15.05.2017,15.05.2017,18.05.2017,18.05.2017
12926.0,ЛЕНТА-ЕВРОПА-СПБ,4650,15.05.2017,15.05.2017,18.05.2017,18.05.2017
12927.0,Зельгрос,2354,15.05.2017,15.05.2017,17.05.2017,17.05.2017
12928.0,ЛЕНТА-ЕВРОПА,4650,15.05.2017,15.05.2017,18.05.2017,18.05.2017
12944.0,ЛЕНТА-УРАЛ,4650,15.05.2017,15.05.2017,18.05.2017,18.05.2017
12954.0,АШАН МП СПБ безНДС,6364,15.05.2017,15.05.2017,15.05.2017,15.05.2017
12980.0,Метро МП питер,5324,15.05.2017,15.05.2017,18.05.2017,18.05.2017
12981.0,Метро МП питер,2955,15.05.2017,15.05.2017,18.05.2017,18.05.2017
12982.0,Метро МП питер,9273,15.05.2017,15.05.2017,18.05.2017,18.05.2017
